PART_SK,P_PARTKEY,P_NAME,P_MFGR,P_BRAND,P_TYPE,P_SIZE,P_CONTAINER,P_RETAILPRICE,START_DATE,END_DATE,IS_CURRENT,RECORD_SOURCE
132,132,seashell papaya tomato lime hot,Manufacturer#4,Brand#45,STANDARD BURNISHED BRASS,2,WRAP DRUM,1032.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
133,133,firebrick black dodger pink salmon,Manufacturer#1,Brand#13,SMALL BRUSHED NICKEL,19,LG PKG,1033.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
134,134,steel beige mint maroon indian,Manufacturer#4,Brand#42,SMALL POLISHED STEEL,35,SM PKG,1034.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
135,135,thistle chocolate ghost gainsboro peru,Manufacturer#2,Brand#21,MEDIUM BURNISHED STEEL,24,JUMBO CASE,1035.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
136,136,cornsilk maroon blanched thistle rosy,Manufacturer#2,Brand#22,SMALL PLATED STEEL,2,WRAP BAG,1036.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
137,137,cornsilk drab ghost sandy royal,Manufacturer#3,Brand#31,ECONOMY PLATED STEEL,25,MED PACK,1037.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
138,138,dark aquamarine tomato medium puff,Manufacturer#1,Brand#13,ECONOMY BURNISHED COPPER,42,JUMBO DRUM,1038.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
139,139,floral steel burlywood navy cream,Manufacturer#3,Brand#32,MEDIUM BRUSHED STEEL,7,SM BOX,1039.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
140,140,aquamarine lavender maroon slate hot,Manufacturer#5,Brand#53,STANDARD PLATED STEEL,45,SM BOX,1040.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
141,141,honeydew magenta tomato spring medium,Manufacturer#3,Brand#35,STANDARD ANODIZED STEEL,23,SM PKG,1041.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
142,142,chartreuse linen grey slate saddle,Manufacturer#5,Brand#55,STANDARD ANODIZED BRASS,36,MED JAR,1042.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
143,143,bisque dodger blanched steel maroon,Manufacturer#3,Brand#34,ECONOMY PLATED TIN,44,MED BAG,1043.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
144,144,hot midnight orchid dim steel,Manufacturer#1,Brand#14,SMALL ANODIZED TIN,26,SM BOX,1044.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
145,145,navajo lavender chocolate deep hot,Manufacturer#5,Brand#53,PROMO BRUSHED COPPER,24,SM BAG,1045.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
146,146,azure smoke mint cream burlywood,Manufacturer#3,Brand#34,STANDARD BRUSHED COPPER,11,WRAP PACK,1046.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
147,147,honeydew orange dodger linen lace,Manufacturer#1,Brand#11,MEDIUM PLATED COPPER,29,JUMBO PKG,1047.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
148,148,yellow white ghost lavender salmon,Manufacturer#3,Brand#31,STANDARD PLATED STEEL,20,SM BOX,1048.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
149,149,tan thistle frosted indian lawn,Manufacturer#2,Brand#24,MEDIUM BURNISHED NICKEL,6,MED PKG,1049.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
150,150,pale rose navajo firebrick aquamarine,Manufacturer#3,Brand#35,LARGE BRUSHED TIN,21,SM BAG,1050.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
151,151,chartreuse linen violet ghost thistle,Manufacturer#3,Brand#34,LARGE PLATED BRASS,45,MED CAN,1051.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
152,152,white sky antique tomato chartreuse,Manufacturer#5,Brand#53,MEDIUM POLISHED STEEL,48,MED CASE,1052.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
153,153,linen frosted slate coral peru,Manufacturer#1,Brand#11,STANDARD PLATED TIN,20,MED BAG,1053.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
154,154,peru moccasin peach pale spring,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,1,JUMBO BAG,1054.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
155,155,puff yellow cyan tomato purple,Manufacturer#2,Brand#21,SMALL BRUSHED NICKEL,28,WRAP CASE,1055.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
156,156,almond ghost powder blush forest,Manufacturer#4,Brand#43,SMALL POLISHED NICKEL,2,LG PKG,1056.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
157,157,navajo linen coral brown forest,Manufacturer#1,Brand#11,ECONOMY ANODIZED STEEL,26,JUMBO PACK,1057.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
158,158,magenta light misty navy honeydew,Manufacturer#4,Brand#45,MEDIUM BURNISHED COPPER,47,LG JAR,1058.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
159,159,white orange antique beige aquamarine,Manufacturer#4,Brand#43,SMALL ANODIZED BRASS,46,SM BAG,1059.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
160,160,frosted cornflower khaki salmon metallic,Manufacturer#5,Brand#55,STANDARD POLISHED COPPER,47,JUMBO CAN,1060.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
161,161,metallic khaki navy forest cyan,Manufacturer#2,Brand#22,STANDARD PLATED TIN,17,SM PACK,1061.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
162,162,burlywood cornflower aquamarine misty snow,Manufacturer#3,Brand#33,MEDIUM ANODIZED COPPER,35,JUMBO PACK,1062.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
163,163,blush metallic maroon lawn forest,Manufacturer#2,Brand#21,ECONOMY PLATED TIN,34,WRAP DRUM,1063.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
164,164,orange cyan magenta navajo indian,Manufacturer#2,Brand#23,LARGE PLATED BRASS,35,JUMBO BAG,1064.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
165,165,white dim cornflower sky seashell,Manufacturer#1,Brand#15,STANDARD PLATED STEEL,24,SM CAN,1065.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
166,166,linen bisque tomato gainsboro goldenrod,Manufacturer#5,Brand#52,LARGE POLISHED COPPER,4,MED BAG,1066.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
167,167,almond floral grey dim sky,Manufacturer#3,Brand#32,LARGE ANODIZED STEEL,46,WRAP BOX,1067.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
168,168,lace gainsboro burlywood smoke tomato,Manufacturer#1,Brand#13,SMALL BRUSHED COPPER,20,JUMBO DRUM,1068.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
169,169,bisque misty sky cornflower peach,Manufacturer#5,Brand#55,STANDARD POLISHED BRASS,10,JUMBO CASE,1069.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
170,170,peru grey blanched goldenrod yellow,Manufacturer#3,Brand#33,LARGE POLISHED COPPER,28,LG DRUM,1070.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
171,171,beige violet black magenta chartreuse,Manufacturer#1,Brand#11,STANDARD BURNISHED COPPER,40,LG JAR,1071.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
172,172,medium goldenrod linen sky coral,Manufacturer#5,Brand#53,PROMO PLATED NICKEL,28,MED CASE,1072.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
173,173,chartreuse seashell powder navy grey,Manufacturer#1,Brand#12,ECONOMY BURNISHED TIN,17,LG CASE,1073.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
174,174,hot cornflower slate saddle pale,Manufacturer#1,Brand#15,ECONOMY BRUSHED COPPER,25,LG CASE,1074.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
175,175,magenta blue chartreuse tan green,Manufacturer#1,Brand#11,PROMO ANODIZED TIN,45,JUMBO JAR,1075.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
176,176,pink drab ivory papaya grey,Manufacturer#2,Brand#24,SMALL ANODIZED STEEL,40,MED CAN,1076.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
177,177,indian turquoise purple green spring,Manufacturer#2,Brand#21,MEDIUM BRUSHED STEEL,42,LG BAG,1077.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
178,178,lace blanched magenta yellow almond,Manufacturer#1,Brand#13,STANDARD POLISHED TIN,10,LG JAR,1078.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
179,179,deep puff brown blue burlywood,Manufacturer#4,Brand#43,ECONOMY BRUSHED STEEL,20,LG JAR,1079.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
180,180,seashell maroon lace burnished lavender,Manufacturer#3,Brand#33,STANDARD BURNISHED NICKEL,7,WRAP BAG,1080.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
181,181,antique plum smoke pink dodger,Manufacturer#2,Brand#24,MEDIUM PLATED STEEL,19,WRAP CAN,1081.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
182,182,beige cyan burlywood chiffon light,Manufacturer#3,Brand#31,MEDIUM ANODIZED COPPER,11,JUMBO CAN,1082.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
183,183,ivory white burnished papaya cornflower,Manufacturer#5,Brand#52,PROMO POLISHED STEEL,35,LG PKG,1083.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
184,184,ghost honeydew cyan lawn powder,Manufacturer#5,Brand#53,SMALL POLISHED TIN,42,LG BOX,1084.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
185,185,firebrick black ivory spring medium,Manufacturer#4,Brand#44,ECONOMY POLISHED TIN,4,WRAP BAG,1085.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
186,186,grey purple chocolate turquoise plum,Manufacturer#2,Brand#23,ECONOMY BRUSHED TIN,15,JUMBO PKG,1086.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
187,187,white red lace deep pale,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,45,MED CAN,1087.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
188,188,moccasin steel rosy drab white,Manufacturer#5,Brand#54,ECONOMY ANODIZED BRASS,9,MED CAN,1088.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
189,189,dodger moccasin lemon purple thistle,Manufacturer#2,Brand#22,MEDIUM BRUSHED BRASS,13,WRAP DRUM,1089.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
190,190,chartreuse goldenrod midnight cornflower blush,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,23,WRAP BAG,1090.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
191,191,mint midnight puff forest peach,Manufacturer#3,Brand#31,MEDIUM POLISHED BRASS,36,WRAP BOX,1091.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
192,192,thistle puff pink cream orange,Manufacturer#3,Brand#34,STANDARD BRUSHED COPPER,17,MED BAG,1092.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
193,193,turquoise lime royal metallic azure,Manufacturer#4,Brand#45,ECONOMY BURNISHED BRASS,31,SM PKG,1093.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
194,194,brown black cream navy plum,Manufacturer#5,Brand#51,ECONOMY POLISHED STEEL,7,SM CAN,1094.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
195,195,bisque sienna hot goldenrod khaki,Manufacturer#4,Brand#41,STANDARD BRUSHED NICKEL,40,MED CASE,1095.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
196,196,pale peru linen hot maroon,Manufacturer#3,Brand#33,SMALL BURNISHED NICKEL,3,JUMBO JAR,1096.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
197,197,lawn lemon khaki rosy blue,Manufacturer#5,Brand#52,SMALL ANODIZED COPPER,18,SM JAR,1097.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
198,198,orange cornflower indian aquamarine white,Manufacturer#4,Brand#41,PROMO BRUSHED NICKEL,43,SM PACK,1098.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
199,199,ivory slate lavender tan royal,Manufacturer#3,Brand#31,ECONOMY PLATED STEEL,23,JUMBO DRUM,1099.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
200,200,peach cornsilk navy rosy red,Manufacturer#5,Brand#54,MEDIUM POLISHED BRASS,22,LG PKG,1100.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
201,201,dodger white chiffon moccasin green,Manufacturer#4,Brand#42,SMALL POLISHED STEEL,18,JUMBO BAG,1101.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
202,202,brown violet turquoise frosted navajo,Manufacturer#4,Brand#45,MEDIUM BRUSHED COPPER,49,MED DRUM,1102.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
203,203,beige cornflower gainsboro chiffon wheat,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,42,MED BAG,1103.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
204,204,floral powder deep linen hot,Manufacturer#5,Brand#54,LARGE BURNISHED COPPER,22,SM JAR,1104.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
205,205,navajo bisque gainsboro forest coral,Manufacturer#5,Brand#54,ECONOMY PLATED NICKEL,2,JUMBO DRUM,1105.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
206,206,chiffon coral wheat peru lavender,Manufacturer#2,Brand#25,LARGE ANODIZED NICKEL,23,JUMBO CAN,1106.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
207,207,blush chocolate light coral midnight,Manufacturer#3,Brand#35,STANDARD PLATED COPPER,48,MED CAN,1107.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
208,208,medium pink metallic honeydew ghost,Manufacturer#3,Brand#35,LARGE PLATED COPPER,5,MED PACK,1108.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
209,209,sky plum pink lavender firebrick,Manufacturer#1,Brand#11,ECONOMY PLATED STEEL,6,MED CAN,1109.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
210,210,white sky mint chiffon blanched,Manufacturer#3,Brand#32,ECONOMY BURNISHED TIN,5,LG JAR,1110.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
211,211,turquoise forest orchid cream blue,Manufacturer#3,Brand#32,MEDIUM ANODIZED NICKEL,43,LG PKG,1111.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
212,212,light sandy white bisque burlywood,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,42,JUMBO BOX,1112.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
213,213,pale midnight light ghost saddle,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,14,WRAP CAN,1113.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
214,214,cornsilk tomato firebrick tan puff,Manufacturer#4,Brand#41,PROMO PLATED BRASS,30,LG BAG,1114.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
215,215,lace pink black orange cornflower,Manufacturer#5,Brand#52,ECONOMY BURNISHED NICKEL,19,SM PACK,1115.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
216,216,tan azure slate white mint,Manufacturer#4,Brand#45,MEDIUM PLATED NICKEL,35,MED JAR,1116.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
217,217,lemon thistle sandy royal peru,Manufacturer#5,Brand#52,PROMO PLATED COPPER,44,MED DRUM,1117.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
218,218,sandy khaki ghost cornflower metallic,Manufacturer#4,Brand#41,PROMO BURNISHED TIN,24,WRAP PACK,1118.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
219,219,cyan aquamarine red plum frosted,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,31,MED JAR,1119.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
220,220,lemon firebrick lime white wheat,Manufacturer#1,Brand#14,PROMO BRUSHED BRASS,25,MED CASE,1120.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
221,221,chartreuse azure lemon saddle dark,Manufacturer#5,Brand#51,PROMO BRUSHED COPPER,7,LG DRUM,1121.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
222,222,aquamarine puff antique drab beige,Manufacturer#3,Brand#33,LARGE ANODIZED BRASS,35,LG CASE,1122.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
223,223,rose salmon yellow turquoise grey,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,29,MED BAG,1123.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
224,224,drab lavender moccasin almond purple,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,46,WRAP BOX,1124.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
225,225,cornsilk powder bisque chartreuse spring,Manufacturer#4,Brand#45,ECONOMY BRUSHED TIN,23,MED CASE,1125.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
226,226,blush navy indian peru lemon,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,7,SM PKG,1126.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
227,227,dim yellow aquamarine lavender peach,Manufacturer#4,Brand#44,SMALL BRUSHED TIN,21,LG PACK,1127.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
228,228,saddle lawn blue burlywood white,Manufacturer#4,Brand#44,ECONOMY PLATED STEEL,12,SM DRUM,1128.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
229,229,orchid misty cornsilk chartreuse medium,Manufacturer#1,Brand#15,SMALL POLISHED STEEL,19,MED CAN,1129.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
230,230,thistle navy lawn sky slate,Manufacturer#5,Brand#51,STANDARD PLATED STEEL,20,SM PKG,1130.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
231,231,bisque blush beige honeydew slate,Manufacturer#5,Brand#51,MEDIUM BURNISHED COPPER,17,MED PACK,1131.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
232,232,ivory peru lavender orange dark,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,50,SM PKG,1132.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
233,233,seashell tomato red lemon saddle,Manufacturer#3,Brand#34,MEDIUM ANODIZED BRASS,25,SM PACK,1133.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
234,234,chocolate slate maroon azure goldenrod,Manufacturer#1,Brand#13,MEDIUM ANODIZED NICKEL,26,WRAP BOX,1134.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
235,235,sky mint aquamarine dark cornsilk,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,4,MED JAR,1135.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
236,236,salmon antique burlywood linen peach,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,31,LG JAR,1136.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
237,237,yellow orchid dark light smoke,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,49,SM DRUM,1137.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
238,238,purple dark lawn navajo indian,Manufacturer#3,Brand#34,SMALL POLISHED TIN,35,LG CAN,1138.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
239,239,medium olive pink dim firebrick,Manufacturer#2,Brand#24,LARGE PLATED NICKEL,36,WRAP DRUM,1139.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
240,240,rose beige magenta coral sandy,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,1,LG CAN,1140.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
241,241,purple drab puff peach tomato,Manufacturer#5,Brand#51,STANDARD BRUSHED COPPER,3,WRAP CASE,1141.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
242,242,spring green lemon medium olive,Manufacturer#3,Brand#35,SMALL POLISHED STEEL,42,LG BAG,1142.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
243,243,bisque chiffon orange misty tan,Manufacturer#3,Brand#32,MEDIUM ANODIZED STEEL,49,SM BOX,1143.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
244,244,seashell ghost cyan burlywood thistle,Manufacturer#5,Brand#51,ECONOMY BURNISHED BRASS,48,LG BOX,1144.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
245,245,beige orchid chartreuse powder slate,Manufacturer#2,Brand#23,PROMO BURNISHED BRASS,39,JUMBO PKG,1145.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
246,246,burlywood orchid dark drab dodger,Manufacturer#2,Brand#21,PROMO BRUSHED BRASS,18,SM CAN,1146.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
247,247,medium gainsboro lawn coral peach,Manufacturer#5,Brand#53,LARGE BURNISHED BRASS,4,JUMBO PACK,1147.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
248,248,drab aquamarine red papaya pale,Manufacturer#1,Brand#15,SMALL PLATED BRASS,8,MED PACK,1148.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
249,249,hot sandy lavender saddle rosy,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,15,LG JAR,1149.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
250,250,antique goldenrod floral forest slate,Manufacturer#4,Brand#44,PROMO POLISHED NICKEL,35,WRAP CASE,1150.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
251,251,dodger gainsboro violet steel papaya,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,41,WRAP CAN,1151.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
252,252,royal sienna magenta lace brown,Manufacturer#1,Brand#11,PROMO PLATED NICKEL,22,WRAP DRUM,1152.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
253,253,blanched ghost turquoise burlywood spring,Manufacturer#4,Brand#45,PROMO ANODIZED TIN,16,LG PKG,1153.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
254,254,navy light red royal olive,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,10,MED JAR,1154.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
255,255,aquamarine seashell grey navy white,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,24,JUMBO CAN,1155.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
256,256,royal cream lawn purple powder,Manufacturer#3,Brand#32,LARGE BURNISHED TIN,2,SM DRUM,1156.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
301,257,blue gainsboro maroon green burnished,Manufacturer#4,Brand#41,ECONOMY POLISHED COPPER,11,SM JAR,1157.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
302,258,royal frosted blue pale dim,Manufacturer#4,Brand#43,STANDARD ANODIZED COPPER,18,WRAP DRUM,1158.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
303,259,ghost puff sky linen burnished,Manufacturer#2,Brand#23,SMALL BURNISHED BRASS,41,WRAP PACK,1159.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
304,260,firebrick thistle lime frosted khaki,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,10,LG BAG,1160.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
305,261,floral moccasin puff rosy ghost,Manufacturer#4,Brand#41,STANDARD POLISHED TIN,44,JUMBO PACK,1161.00,2025-11-27 20:56:41.377,9999-12-31 23:59:59.000,true,INITIAL_LOAD
